Journal,SJR_2024
"Journal of Military, Veteran and Family Health",0.359
Multisensory Research,0.359
REACH,0.359
Revista de Psicologia Clinica con Ninos y Adolescentes,0.359
Annals of the Academy of Medicine Singapore,0.358
Central European Journal of Public Health,0.358
Clinical Medicine and Research,0.358
Clinical and Experimental Vaccine Research,0.358
Die Rehabilitation,0.358
Encephale,0.358
Journal of Medical Regulation,0.358
Nordic Journal of Working Life Studies,0.358
Oncologie,0.358
Science and Sports,0.358
Communicable Diseases Intelligence,0.357
HeartRhythm Case Reports,0.357
Acta Cardiologica,0.356
Brain Hemorrhages,0.356
Deutsche Zeitschrift fur Sportmedizin,0.356
Indian Journal of Tuberculosis,0.356
International Forum of Psychoanalysis,0.356
Occupational Therapy in Mental Health,0.356
Physiology International,0.356
Post Reproductive Health,0.356
"Sexual Offending: Theory, Research, and Prevention",0.356
Vascular and Endovascular Surgery,0.356
"Acta Dermatovenerologica Alpina, Pannonica et Adriatica",0.355
Annals of Eye Science,0.355
International Journal of Health Care Quality Assurance,0.355
"Pediatric Endocrinology, Diabetes and Metabolism",0.355
Advances in Dual Diagnosis,0.354
Cardiology Research,0.354
Current Hypertension Reviews,0.354
EJVES Vascular Forum,0.354
Epilepsy Currents,0.354
JACC: Case Reports,0.354
JAMS Journal of Acupuncture and Meridian Studies,0.354
Journal of Child Psychotherapy,0.354
Medicinski Glasnik,0.354
Progress in Palliative Care,0.354
Anales de Pediatria,0.353
Brain Impairment,0.353
Cardiology in the Young,0.353
Echocardiography,0.353
Medicina Intensiva,0.353
Neurology India,0.353
Physical Activity and Nutrition,0.353
Renal Replacement Therapy,0.353
Romanian Journal of Internal Medicine,0.353
Delaware Journal of Public Health,0.352
Journal of Aerosol Medicine and Pulmonary Drug Delivery,0.352
Physics in Medicine,0.352
Journal of Asian Natural Products Research,0.351
Journal of Psoriasis and Psoriatic Arthritis,0.351
Pediatric Hematology and Oncology,0.351
Revista de Gastroenterologia de Mexico,0.351
Surgical Neurology International,0.351
Acta Medica Academica,0.35
African Journal of Reproductive Health,0.35
Annals of Maxillofacial Surgery,0.35
British Journal of Visual Impairment,0.35
Gastroenterology Insights,0.35
Journal of Histotechnology,0.35
Programme Grants for Applied Research,0.35
Chemical and Pharmaceutical Bulletin,0.349
Hawaii Journal of Health and Social Welfare,0.349
Indian Journal of Community Medicine,0.349
Asian Journal of Endoscopic Surgery,0.348
Australasian Journal of Ultrasound in Medicine,0.348
Basic and Clinical Neuroscience,0.348
Egyptian Rheumatologist,0.348
Health Physics,0.348
"Historia, Ciencias, Saude - Manguinhos",0.348
Journal of Neurosciences in Rural Practice,0.348
Revista Brasileira de Medicina do Trabalho,0.348
Revista Colombiana de Psiquiatria,0.348
Transfusion Clinique et Biologique,0.348
Xenobiotica,0.348
Current Reviews in Clinical and Experimental Pharmacology,0.347
Developments in Ophthalmology,0.347
Frontiers in Gastroenterology,0.347
JAMMI,0.347
Journal of Cardiovascular and Thoracic Research,0.347
Texas Heart Institute Journal,0.347
Biologicals,0.346
Community Dental Health,0.346
Journal of Pancreatology,0.346
Pediatric Annals,0.346
Seminars in Interventional Radiology,0.346
Turkish Neurosurgery,0.346
American Journal of Dentistry,0.345
Stapp car crash journal,0.345
Theoretical Medicine and Bioethics,0.345
Arab Journal of Gastroenterology,0.344
Brazilian Journal of Nephrology,0.344
Clinical Journal of Oncology Nursing,0.344
Electronic Journal of the International Federation of Clinical Chemistry and Laboratory Medicine,0.344
Eurasian Journal of Medicine,0.344
Journal of Health Literacy,0.344
Annals of Hepato-Biliary-Pancreatic Surgery,0.343
Canadian Journal of Veterinary Research,0.343
Children's Health Care,0.343
Current Treatment Options in Cardiovascular Medicine,0.343
Personalized Medicine in Psychiatry,0.343
Population Medicine,0.343
Breast Disease,0.342
Malawi Medical Journal,0.342
SAR and QSAR in Environmental Research,0.342
Annals of Pediatric Cardiology,0.341
Brazilian Journal of Cardiovascular Surgery,0.341
Hemato,0.341
International Journal of Developmental Biology,0.341
World Federation of Occupational Therapists Bulletin,0.341
World Journal of Pediatric Surgery,0.341
Zeitschrift fur Gerontologie und Geriatrie,0.341
Advances in Rehabilitation,0.34
Developing World Bioethics,0.34
Electromagnetic Biology and Medicine,0.34
Journal of Immunoassay and Immunochemistry,0.34
Music Therapy Perspectives,0.34
Pan African Medical Journal,0.34
Pharmacia,0.34
Saude e Sociedade,0.34
Terapia Psicologica,0.34
Cardiovascular and Hematological Agents in Medicinal Chemistry,0.339
Journal of Biomedical Nanotechnology,0.339
Medical Problems of Performing Artists,0.339
Medycyna Pracy,0.339
Psychiatria Polska,0.339
Urology Annals,0.339
Journal of Artificial Organs,0.338
Journal of Nuclear Medicine Technology,0.338
Protein and Peptide Letters,0.338
Retos,0.338
Technology and Health Care,0.338
Cardiovascular Endocrinology and Metabolism,0.337
Enfermedades Infecciosas y Microbiologia Clinica,0.337
AACE Clinical Case Reports,0.336
Dermatology Reports,0.336
Forensic Science International: Genetics Supplement Series,0.336
Frontiers in Transplantation,0.336
Journal of Healthcare Quality Research,0.336
Journal of Prevention and Intervention in the Community,0.336
Medeniyet Medical Journal,0.336
Minerva Gastroenterology,0.336
New Zealand Veterinary Journal,0.336
Occupational Therapy in Health Care,0.336
Translational and Clinical Pharmacology,0.336
"British journal of hospital medicine (London, England : 2005)",0.335
"Medical Hypothesis, Discovery, and Innovation in Ophthalmology",0.335
Morphologie,0.335
Reproductive and Developmental Medicine,0.335
Advances in Hematology,0.334
Analytical Letters,0.334
Clinical Pediatrics,0.334
Journal of Pharmaceutical Health Care and Sciences,0.334
Journal of Pharmacy Practice and Research,0.334
Pedagogy of Physical Culture and Sports,0.334
Consortium Psychiatricum,0.333
Frontiers in Urology,0.333
Journal of Biomedical Physics and Engineering,0.333
Journal of Psychiatric Practice,0.333
Microphysiological Systems,0.333
Pediatrics International,0.333
Quality Management in Health Care,0.333
Tropical Life Sciences Research,0.333
Asia Oceania Journal of Nuclear Medicine and Biology,0.332
Egyptian Journal of Medical Human Genetics,0.332
Operative Techniques in Thoracic and Cardiovascular Surgery,0.332
Alter,0.331
"Health, Sport, Rehabilitation",0.331
National Journal of Maxillofacial Surgery,0.331
Physical Activity and Health,0.331
Rorschachiana,0.331
Blood Pressure Monitoring,0.33
Chinese Journal of Oncology,0.33
South African Journal of Sports Medicine,0.33
Annals of Cardiac Anaesthesia,0.329
Hemoglobin,0.329
International Journal of Kinesiology and Sports Science,0.329
Journal of the ASEAN Federation of Endocrine Societies,0.329
Nutricion Hospitalaria,0.329
Chinese Journal of Applied Ecology,0.328
Computer Assisted Surgery,0.328
Internal Medicine,0.328
Journal of Forensic Nursing,0.328
Oman Medical Journal,0.328
Pediatric Dental Journal,0.328
Sucht,0.328
Techniques in Hand and Upper Extremity Surgery,0.328
ARP Rheumatology,0.327
Bulletin du Cancer,0.327
Chimia,0.327
Clinical Journal of Gastroenterology,0.327
International Journal of Pediatrics (United Kingdom),0.327
Journal of Mother and Child,0.327
Journal of Physician Assistant Education,0.327
Journal of Toxicologic Pathology,0.327
"Reproduction, Fertility and Development",0.327
Clinical Neuropharmacology,0.326
Drug Metabolism and Bioanalysis Letters,0.326
EJC Paediatric Oncology,0.326
HNO,0.326
International Journal of Esthetic Dentistry,0.326
International Journal of Hepatology,0.326
JFO Open Ophthalmology,0.326
Journal of Radiation Protection and Research,0.326
Medical Archives,0.326
Precision Cancer Medicine,0.326
Antiviral Chemistry and Chemotherapy,0.325
Archaea,0.325
Complementary Medicine Research,0.325
Concussion,0.325
Indian Journal of Sexually Transmitted Diseases and AIDS,0.325
Primary Care Companion for CNS Disorders,0.325
Proceedings of the IEEE Symposium on Computer-Based Medical Systems,0.325
Revista Brasileira de Saude Ocupacional,0.325
Acta Crystallographica Section F:Structural Biology Communications,0.324
American Journal of Health Education,0.324
Annals of Joint,0.324
Bladder Cancer,0.324
Journal of Pediatric Hematology/Oncology,0.324
Journal of Substance Use,0.324
Modern Rheumatology Case Reports,0.324
Psychodynamic Psychiatry,0.324
Acta Cirurgica Brasileira,0.323
Isokinetics and Exercise Science,0.323
Journal of Interventional Medicine,0.323
Journal of Radiosurgery and SBRT,0.323
Nagoya Journal of Medical Science,0.323
Neuro-Ophthalmology,0.323
Salud Mental,0.323
Clinical and Investigative Medicine,0.322
European Journal of Health Law,0.322
Iranian Journal of Immunology,0.322
Journal of Nutritional Science and Vitaminology,0.322
Leukemia Research Reports,0.322
Medwave,0.322
Journal of Clinical Imaging Science,0.321
Journal of Complementary and Integrative Medicine,0.321
Journal of Laboratory and Precision Medicine,0.321
Journal of special operations medicine : a peer reviewed journal for SOF medical professionals,0.321
Research and Practice in Intellectual and Developmental Disabilities,0.321
Ulusal Travma ve Acil Cerrahi Dergisi,0.321
Air Medical Journal,0.32
Expert Review of Ophthalmology,0.32
Flebologiya,0.32
International Journal of E-Health and Medical Communications,0.32
International Journal of Pharmaceutical and Healthcare Marketing,0.32
Polish Journal of Veterinary Sciences,0.32
Southern Medical Journal,0.32
AORTA,0.319
Alcoholism Treatment Quarterly,0.319
Biomedizinische Technik,0.319
Canadian Veterinary Journal,0.319
Forensic Science Review,0.319
Indian Journal of Biochemistry and Biophysics,0.319
Revista da Associacao Medica Brasileira,0.319
Strabismus,0.319
American Journal of Nursing,0.318
International Journal of Cardiology Congenital Heart Disease,0.318
Physical Education Theory and Methodology,0.318
Recent Advances in Inflammation and Allergy Drug Discovery,0.318
Vascular Specialist International,0.318
Journal of Health Research,0.317
Journal of Investigative Medicine High Impact Case Reports,0.317
Music and Medicine,0.317
Tropical Parasitology,0.317
AACN Advanced Critical Care,0.316
Autoimmune Diseases,0.316
"Canadian Journal of Respiratory, Critical Care, and Sleep Medicine",0.316
Clinical Advances in Periodontics,0.316
Current Physical Medicine and Rehabilitation Reports,0.316
Indian Journal of Urology,0.316
JMV-Journal de Medecine Vasculaire,0.316
Oral Oncology Reports,0.316
Revista Peruana de Medicina Experimental y Salud Publica,0.316
Applied Biosafety,0.315
Biomedical Papers,0.315
Family Practice Management,0.315
French Journal of Urology,0.315
Journal of Oral and Maxillofacial Pathology,0.315
"Body, Movement and Dance in Psychotherapy",0.314
Current Medical Imaging,0.314
International Journal of Human Rights in Healthcare,0.314
Irish Journal of Occupational Therapy,0.314
Journal of Pharmacy and Pharmacognosy Research,0.314
Seminars in Musculoskeletal Radiology,0.314
Canadian Family Physician,0.313
Case Reports in Ophthalmology,0.313
"Gesundheitswesen, Supplement",0.313
International Journal of Health Promotion and Education,0.313
Nutrition and Healthy Aging,0.313
Advances in Integrative Medicine,0.312
African Journal of Thoracic and Critical Care Medicine,0.312
Asian Biomedicine,0.312
Hellenic Journal of Nuclear Medicine,0.312
Journal of X-Ray Science and Technology,0.312
"Nucleosides, Nucleotides and Nucleic Acids",0.312
Perspectives in Biology and Medicine,0.312
Urologia Journal,0.312
EAI Endorsed Transactions on Pervasive Health and Technology,0.311
Ecology and Control of Vector-Borne Diseases,0.311
The Chinese journal of dental research : the official journal of the Scientific Section of the Chinese Stomatological Association (CSA),0.311
CEN Case Reports,0.31
China Safety Science Journal,0.31
Indian Journal of Cancer,0.31
Iranian Journal of Parasitology,0.31
Journal of Medical Case Reports,0.31
Monoclonal Antibodies in Immunodiagnosis and Immunotherapy,0.31
Sports Engineering,0.31
Biological Rhythm Research,0.309
British Journal of Psychotherapy,0.309
Clinics in Podiatric Medicine and Surgery,0.309
"Drugs, Habits and Social Policy",0.309
"Journal of Emergencies, Trauma and Shock",0.309
Medical Journal Armed Forces India,0.309
Northern Clinics of Istanbul,0.309
Open AIDS Journal,0.309
Comptes Rendus - Biologies,0.308
Hospital Topics,0.308
IDCases,0.308
Journal of Global Infectious Diseases,0.308
Journal of Primary Health Care,0.308
Journal of Social Work Practice in the Addictions,0.308
Neurocase,0.308
Psychiatrische Praxis,0.308
Schmerz,0.308
Acta Otorrinolaringologica Espanola,0.307
Bio-Algorithms and Med-Systems,0.307
Critical Pathways in Cardiology,0.307
Iranian Journal of Psychiatry and Behavioral Sciences,0.307
Journal of Hand Surgery Asian-Pacific Volume,0.307
Journal of Pediatric Rehabilitation Medicine,0.307
Journal of Veterinary Medicine Series C: Anatomia Histologia Embryologia,0.307
Fetal and Pediatric Pathology,0.306
Journal of Global Health Reports,0.306
Journal of Translational Genetics and Genomics,0.306
Natural Product Communications,0.306
New Bioethics,0.306
Advances in Mental Health and Intellectual Disabilities,0.305
Biocontrol Science,0.305
Journal of Correctional Health Care,0.305
"Journal of Infant, Child, and Adolescent Psychotherapy",0.305
Pediatrics in Review,0.305
Zeitschrift fur Gastroenterologie,0.305
Environmental Health Engineering and Management,0.304
Gastrointestinal Disorders,0.304
Heart and Mind,0.304
Journal of Brachial Plexus and Peripheral Nerve Injury,0.304
Revista de Neurologia,0.304
Turkish Journal of Pediatrics,0.304
Acta Odontologica Latinoamericana,0.303
American Health and Drug Benefits,0.303
Atom Indonesia,0.303
Clinical Practice in Pediatric Psychology,0.303
Genetic Testing and Molecular Biomarkers,0.303
Indian Journal of Surgical Oncology,0.303
International Journal of One Health,0.303
Journal of Neurosurgery: Case Lessons,0.303
Nursing Standard,0.303
Obstetric Medicine,0.303
Revista Brasileira de Saude Materno Infantil,0.303
Acta Orthopaedica Belgica,0.302
Clinical Immunology Communications,0.302
Dermatologie,0.302
Frontiers in Sleep,0.302
Iranian Journal of Child Neurology,0.302
"Journal of Vascular Surgery Cases, Innovations and Techniques",0.302
Leprosy Review,0.302
Neurologist,0.302
Otolaryngologia Polska,0.302
Radiation Environment and Medicine,0.302
Surgical Technology International,0.302
Acta Epileptologica,0.301
Clinica Terapeutica,0.301
Giornale Italiano di Psicopatologia,0.301
Journal of Hand and Microsurgery,0.301
Journal of Perinatal and Neonatal Nursing,0.301
Lung India,0.301
Notfall und Rettungsmedizin,0.301
Revista do Colegio Brasileiro de Cirurgioes,0.301
"Acta Crystallographica Section B: Structural Science, Crystal Engineering and Materials",0.3
